Product_ID,Product_name,Qty,Lead Time(days),Date,Sales,Moving_Avg_Sales,Cumulative_Sales,Month,Week,Day_of_Week,Lead_Time_Impact
1000227791/ 1000206658,SINAMICS CU320,8.0,7,2023-01-01,3,3.0,3,1,52,6,0.42857142857142855
1000252640,VSM 10 Sinamics Voltage Sensing Module ,3.0,4,2023-01-02,1,1.0,1,1,1,0,0.25
1000253341,SINAMICS S120 TERMINAL MODULE TM31,4.0,5,2023-01-03,2,2.0,2,1,1,1,0.4
1000262699,DTI Card,3.0,7,2023-01-04,1,1.0,1,1,1,2,0.14285714285714285
1000227792,"SMC30, SINAMICS SENSOR MODULE CABINET MOUNTED ",12.0,3,2023-01-05,11,11.0,11,1,1,3,3.6666666666666665
1000014336,"RELAY;SAFETY,3TK2825-1BB40",1.0,5,2023-01-06,1,1.0,1,1,1,4,0.2
1000598797,"RELAY;SAFETY,PN:3SK1121-1AB40",9.0,5,2023-01-07,8,8.0,8,1,1,5,1.6
1000132653,"RELAY,SAFETY,MM:3TK2821-1CB30",2.0,7,2023-01-08,1,1.0,1,1,1,6,0.14285714285714285
1000598788,"RELAY;SAFETY, 3SK1211-1BB40",24.0,2,2023-01-09,9,9.0,9,1,2,0,4.5
1000237996,EARTH FAULT MONITOR FOR UNDERGROUND AC AND DC SYSTEMS TO 690V - 1/N AC 230V - 3AC 0- 690V,1.0,3,2023-01-10,1,1.0,1,1,2,1,0.3333333333333333
1000305807,ENCODER; 1PH7911-1BA21-0AA0,1.0,7,2023-01-11,1,1.0,1,1,2,2,0.14285714285714285
1000303429,"TIMER RELAY,TD;DPCO,0.15-3MIN",3.0,3,2023-01-12,1,1.0,1,1,2,3,0.3333333333333333
1000236334,"OUTPUT INTERFACE TERMINAL CONTACT BLOCK,MM:3TX7002-1FB02",11.0,3,2023-01-13,1,1.0,1,1,2,4,0.3333333333333333
1000050339,"SUPPRESSION DIODE,GEGA,TYPE:3RT 1916-1DG00",24.0,5,2023-01-14,14,14.0,14,1,2,5,2.8
1000014213,"AUXILIARY CIRCUIT SWITCH,1NO,1NC,TYPE:5SX9100",5.0,3,2023-01-16,3,3.0,3,1,3,0,1.0
1000237022," OUTPUT INTERFACE TERMINAL,TWO TIER,CAT:3TX7004-1BB10",16.0,6,2023-01-17,5,5.0,5,1,3,1,0.8333333333333334
1000005129,"AUX CONTACT BLOCK, 1NO, SIEMENS",56.0,5,2023-01-18,9,9.0,9,1,3,2,1.8
1000148664,"AUX CONTACT BLOCK, 1NC, SIEMENS",0.0,2,2023-01-19,1,1.0,1,1,3,3,0.5
1000254213,"AUX CONTACT BLOCK, 1NO,S0-S3, SIEMENS",23.0,4,2023-01-20,30,30.0,30,1,3,4,7.5
1000005663,"AUX CONTACT BLOCK,TRANSVERSE, 1NO+1NC, SIEMENS",4.0,6,2023-01-21,1,1.0,1,1,3,5,0.16666666666666666
1000096435,"CONTACT BLOCK,TRANSVERSE, FRONT,1NO+1NC, ",1.0,6,2023-01-22,1,1.0,1,1,3,6,0.16666666666666666
1000323400,"CONTACT BLOCK, 2NO+2NC, SIEMENS",14.0,2,2023-01-23,8,8.0,8,1,4,0,4.0
1000456602,"CONTACT BLOCK, 1NO+1NC SIEMENS",2.0,4,2023-01-24,1,1.0,1,1,4,1,0.25
1000097408,"AUX CONTANCTOR BLOCK, 3RH1911-1GA40, 4NO,  SIEMENS",9.0,5,2023-01-25,4,4.0,4,1,4,2,0.8
1000205884,"CONTACT BLOCK,1NO+1NC,3SB54 00-0A",9.0,1,2023-01-26,9,9.0,9,1,4,3,9.0
1000146663,"ALLIED TRANSDUCER, CONVERTOR,1000 BASE X,PN:AT-G8SX",7.0,4,2023-01-27,2,2.0,2,1,4,4,0.5
1000304458,"POWER CONNECTOR, STELMORE CONVEYOR DRIVE MOTOR MODULE",6.0,2,2023-01-28,2,2.0,2,1,4,5,1.0
1000302300,"SURGE SUPPRESSOR, SIEMENS",10.0,6,2023-01-29,5,5.0,5,1,4,6,0.8333333333333334
1000130235,"SURGE SUPPRESSOR, SIEMENS",9.0,5,2023-01-30,2,3.5,7,1,5,0,0.4
1000303112,"INDICATOR,LIGHT;PN:3SB3400-1PA30",10.0,4,2023-01-31,1,1.0,1,1,5,1,0.25
1000393890,"CONNECTOR;FEMALE,46X80X70MM,PN:AS591-F",4.0,1,2023-02-02,3,3.0,3,2,5,3,3.0
1000301584,SURGE SUPPRESSOR; PN:3RT1916-1DG00,24.0,3,2023-02-03,14,14.0,14,2,5,4,4.666666666666667
1000405043,"IPD FOR SINAMICS SINGLE MOTOR MODULE INPUT: DC 675-1080V OUTPUT: 3AC 0-690V, 330A RATED POWER: 315KW CHASSIS",2.0,3,2023-02-04,1,1.0,1,2,5,5,0.3333333333333333
1000333128,"IPD FOR SINAMICS SINGLE MOTOR MODULE INPUT: DC 675-1080V OUTPUT: 3AC 0-690V, 575A RATED POWER: 560KW CHASSIS (ST-1,2, SH-1,2)
",4.0,7,2023-02-05,2,2.0,2,2,5,6,0.2857142857142857
1000333129,"IPD FOR SINAMICS SINGLE MOTOR MODULE INPUT: DC 675-1080V OUTPUT: 3AC 0-690V, 735A RATED POWER: 710KW CHASSIS",7.0,2,2023-02-06,3,3.0,3,2,6,0,1.5
1000333130," IPD FOR SINAMICS SINGLE MOTOR MODULE INPUT: DC 675-1080V OUTPUT: 3AC 0-690V, 1025A RATED POWER: 1000KW CHASSIS (RSM)",8.0,4,2023-02-07,6,6.0,6,2,6,1,1.5
1000446906,"IPD FOR SINAMICS SINGLE MOTOR MODULE INPUT: DC 675-1080V OUTPUT: 3AC 0-690V, 1270A RATED POWER: 1200KW CHASSIS",4.0,4,2023-02-08,1,1.0,1,2,6,2,0.25
1000446909,"IPD FOR SINAMICS SINGLE MOTOR MODULE INPUT: 600V/DC OUT: 3PH 400V, 490A (SF)",9.0,7,2023-02-09,1,1.0,1,2,6,3,0.14285714285714285
1000446908,"IPD FOR SINAMICS SINGLE MOTOR MODULE INPUT: DC 675-1080V OUTPUT: 3AC 0-690V, 410A RATED POWER: 400KW CHASSIS (LHPR)",1.0,6,2023-02-10,1,1.0,1,2,6,4,0.16666666666666666
1000349039,"IPD FOR SINAMICS SINGLE MOTOR MODULES INPUT: 600 V DC OUTPUT: 3-PH 400 V, 310 A (Billet Skid & Trim Shear)",3.0,6,2023-02-11,1,1.0,1,2,6,5,0.16666666666666666
1000333131,"IPD FOR SINAMICS S120 SMART LINE MODULE 3AC 380-480V, 50/60HZ OUTPUT: DC 510 - 650V, 1430A RATED POWER (INFEED-6,7A,7B)",3.0,7,2023-02-12,2,2.0,2,2,6,6,0.2857142857142857
1000348719,"IPD FOR SINAMICS SINGLE MOTOR MODULES INPUT: 600 V DC OUTPUT: 3-PH 400 V, 260 A (Chopping Shear)",3.0,6,2023-02-13,1,1.0,1,2,7,0,0.16666666666666666
1000333127,"IPD FOR SINAMICS S120 SMART LINE MODULE 3AC 500-690V, 50/60HZ OUTPUT: DC 675-930V, 1700A RATED POWER: 1400KW (INFEED-1,2,3,5)",14.0,3,2023-02-14,5,5.0,5,2,7,1,1.6666666666666667
1000445484,"IPD FOR SINAMICS SINGLE MOTOR MODULE INPUT: DC 675-1080V OUTPUT: 3AC 0-690V, 910A RATED POWER: 900KW CHASSIS",2.0,4,2023-02-15,1,1.0,1,2,7,2,0.25
1000405043,"IPD FOR SINAMICS  CARD;330A,1080VAC",1.0,7,2023-02-16,1,1.0,1,2,7,3,0.14285714285714285
1000252724,"POWER SUPPLY,PN:6SL39556HX001AA0",2.0,4,2023-02-17,1,1.0,1,2,7,4,0.25
1000255469,DRIVE-CLICQ CABLE 5.0m,9.0,1,2023-02-18,7,7.0,7,2,7,5,7.0
1000234763,DRIVE-CLICQ CABLE 2.8m,14.0,3,2023-02-19,3,3.0,3,2,7,6,1.0
1000189376,"SINAMICS S120 SMART LINE MODULE 3AC 500-690V, 50/60HZ OUTPUT: DC 675-930V, 1700A RATED POWER: 1400KW 
MLFB NO- 6SL 3330-6TG41-7AA0",1.0,5,2023-02-20,1,1.0,1,2,8,0,0.2
1000189367,"SINAMICS S120 SMART LINE MODULE 3AC 380-480V, 50/60HZ OUTPUT: DC 510 - 650V, 1430A RATED POWER: 800KW 
MLFB NO- 6SL3330-6TE41-7AA0",0.0,3,2023-02-21,1,1.0,1,2,8,1,0.3333333333333333
1000357097,"SINAMICS S120 SMART LINE MODULE 3AC 380-480V, 50/60HZ OUTPUT: DC 510 - 650V, 1430A RATED POWER: 800KW 
MLFB NO- 6SL3330-6TE41-7AA3",1.0,7,2023-02-22,1,1.0,1,2,8,2,0.14285714285714285
1000227968,"SINAMICS SINGLE MOTOR MODULE INPUT: DC 675-1080V OUTPUT: 3AC 0-690V, 1270A RATED POWER: 1200KW 
MLFB NO- 6SL3320-1TG41-3AA0",2.0,5,2023-02-23,1,1.0,1,2,8,3,0.2
1000420157,"SINAMICS SINGLE MOTOR MODULE INPUT: DC 675-1080V OUTPUT: 3AC 0-690V, 1025A RATED POWER: 1000KW CHASSIS UNIT 
MLFB NO- 6SL3320-1TG41-0AA0",1.0,1,2023-02-24,1,1.0,1,2,8,4,1.0
1000189381,"SINAMICS SINGLE MOTOR MODULE INPUT: DC 675-1080V OUTPUT: 3AC 0-690V, 910A RATED POWER: 900KW CHASSIS UNIT
MLFB NO- 6SL3320-1TG38-8AA0",1.0,7,2023-02-25,1,1.0,1,2,8,5,0.14285714285714285
1000189380,"SINAMICS SINGLE MOTOR MODULE INPUT: DC 675-1080V OUTPUT: 3AC 0-690V, 735A RATED POWER: 710KW CHASSIS UNIT",2.0,2,2023-02-26,1,1.0,1,2,8,6,0.5
1000189379,"SINAMICS SINGLE MOTOR MODULE INPUT: DC 675-1080V OUTPUT: 3AC 0-690V, 575A RATED POWER: 560KW CHASSIS UNIT 
MLFB NO- 6SL3320-1TG35-8AA0",1.0,4,2023-02-27,1,1.0,1,2,9,0,0.25
1000189375,"SINAMICS SINGLE MOTOR MODULE INPUT: 600V/DC OUT: 3PH 400V,490A
MLFB NO- 6SL3320-1TE35-0AA0",1.0,1,2023-02-28,1,1.0,1,2,9,1,1.0
1000189378,"SINAMICS SINGLE MOTOR MODULE INPUT: DC 675-1080V OUTPUT: 3AC 0-690V, 410A RATED POWER: 400KW CHASSIS UNIT 
MLFB NO-6SL3320-1TG34-1AA0",1.0,4,2023-03-01,1,1.0,1,3,9,2,0.25
1000323909,"DRIVE;BM4145-ST0-00300-03, 125A MAKE- BAUMULLER",1.0,6,2023-03-02,1,1.0,1,3,9,3,0.16666666666666666
1000189377,"SINAMICS SINGLE MOTOR MODULE INPUT: DC 675-1080V OUTPUT: 3AC 0-690V, 330A RATED POWER: 315KW CHASSIS UNIT 
MLFB NO- 6SL3320-1TG33-3AA0",1.0,2,2023-03-04,1,1.0,1,3,9,5,0.5
1000189374,"SINAMICS SINGLE MOTOR MODULES INPUT: 600 V DC OUTPUT: 3-PH 400 V, 310 A
MLFB NO- 6SL3320-1TE33-1AA0",1.0,1,2023-03-05,1,1.0,1,3,9,6,1.0
1000189373,"SINAMICS SINGLE MOTOR MODULES INPUT: 600 V DC OUTPUT: 3-PH 400V, 260 A 
MLFB NO- 6SL3320-1TE32-6AA0",1.0,2,2023-03-06,1,1.0,1,3,10,0,0.5
1000189372,"SINAMICS SINGLE MOTOR MODULE INPUT: 600 V DC OUTPUT: 3AC 400 V, 132 A
MLFB NO- 6SL3120-1TE31-3AA3",2.0,2,2023-03-08,1,1.0,1,3,10,2,0.5
1000189371,"SINAMICS SINGLE MOTOR MODULE INPUT: 600 V DC OUTPUT: 3AC 400 V, 60 A
MLFB NO- 6SL3120-1TE26-0AA3",1.0,4,2023-03-09,1,1.0,1,3,10,3,0.25
1000189370,"SINAMICS SINGLE MOTOR MODULE INPUT: 600 V DC OUTPUT: 3AC 400 V, 45 A 
MLFB NO- 6SL3120-1TE24-5AA3",1.0,4,2023-03-10,1,1.0,1,3,10,4,0.25
1000189369,"SINAMICS SINGLE MOTOR MODULE INPUT: 600V/DC OUT: 3AC 400V/30A
MLFB NO-6SL3120-1TE23-0AA3",4.0,7,2023-03-11,3,3.0,3,3,10,5,0.42857142857142855
1000189368,"SINAMICS SINGLE MOTOR MODULE INPUT: 600 V DC OUTPUT: 3AC 400 V, 18 A 
MLFB NO-6SL3120-1TE21-8AA3",1.0,4,2023-03-12,1,1.0,1,3,10,6,0.25
1000333133,"CIM Card 
MLFB No.- 6SL3350-6TK00-0EA0
",3.0,4,2023-03-14,1,1.0,1,3,11,1,0.25
1000366495,"CAPACITOR;14MF,PN:SC1265",80.0,3,2023-03-17,44,44.0,44,3,11,4,14.666666666666666
1000149673,SFU FOR DRIVE,2.0,6,2023-03-18,1,1.0,1,3,11,5,0.16666666666666666
1000555623,"DRIVE; ATV71HD11N4, VVVF, 415 V",1.0,1,2023-03-19,1,1.0,1,3,11,6,1.0
1000195950,SOFT STARTER FOR CA FAN,1.0,4,2023-03-20,1,1.0,1,3,12,0,0.25
1000570527,"DRIVE;VFD G120,1.5 KW,480VAC",2.0,2,2023-03-21,1,1.0,1,3,12,1,0.5
1000185353,"ENCODER,HOLLOW SHAFT,TYPE:HOG10DN1024I, MAKE-BAUMULLER",2.0,4,2023-03-22,1,1.0,1,3,12,2,0.25
1000322392,"ENCODER, MAKE-BAUMULLER",2.0,2,2023-03-23,1,1.0,1,3,12,3,0.5
1000209532,"ENCODER,PN:861900220 1024 Make- LEINE & LINDE",7.0,6,2023-03-24,1,1.0,1,3,12,4,0.16666666666666666
1000357758,"AI MODULE; 8CH, 6ES74311KF200AB0,24VDC",3.0,2,2023-03-27,1,1.0,1,3,13,0,0.5
1000180279,"AO MODULE, 8CH, PN:6ES7-432-1HF00-0AB0",3.0,4,2023-03-28,1,1.0,1,3,13,1,0.25
1000195795,"DO MODULE, 16CH",3.0,6,2023-03-29,2,2.0,2,3,13,2,0.3333333333333333
1000180281,"DO MODULE, 32CH,PN:6ES7-422-1BL00-0AA0",5.0,5,2023-03-30,1,1.0,1,3,13,3,0.2
1000180282,"DI MODULE , 32CH, PN:6ES7-421-1BL01-0AA0",3.0,7,2023-03-31,1,1.0,1,3,13,4,0.14285714285714285
1000195794,"DI MODULE, 16CH",2.0,2,2023-04-01,1,1.0,1,4,13,5,0.5
1000180284,IM MODULE (RECEIVER) -NOT IN USE,1.0,2,2023-04-02,1,1.0,1,4,13,6,0.5
1000180285,IM MODULE (TRANSMITTER) -NOT IN USE,1.0,4,2023-04-03,1,1.0,1,4,14,0,0.25
1000357441,"FM MODULE;FM-450, 24VDC,PN:6ES7450-1AP00-0AE0",1.0,2,2023-04-04,1,1.0,1,4,14,1,0.5
1000097311,"CP 443-1EX30B MODULE; 24VDC,PN:6ES7450-1AP00-0AE0",1.0,2,2023-04-05,1,1.0,1,4,14,2,0.5
1000331303,CP 443-5 MODULE; 24VDC,3.0,6,2023-04-06,1,1.0,1,4,14,3,0.16666666666666666
1000180286,POWER MODULE PS407,2.0,6,2023-04-08,1,1.0,1,4,14,5,0.16666666666666666
1000195793,CPU 416-2DP,1.0,7,2023-04-09,1,1.0,1,4,14,6,0.14285714285714285
1000144013,"FRONT CONNECTOR,S7-400,6ES74921AL000AA0",5.0,7,2023-04-10,3,3.0,3,4,15,0,0.42857142857142855
1000346006,CPU 313C-2DP;PN:6ES7313-6CF03-0AB0,1.0,6,2023-04-11,1,1.0,1,4,15,1,0.16666666666666666
1000197900,"CPU 317-2, PN:6ES7-317-2EK13-0AB0",1.0,7,2023-04-12,1,1.0,1,4,15,2,0.14285714285714285
1000368322,"CPU 317-2, PN:6ES7-317-2EK14-0AB0",1.0,4,2023-04-13,1,1.0,1,4,15,3,0.25
1000224145,CPU 2AH14,2.0,1,2023-04-14,1,1.0,1,4,15,4,1.0
1000309578,CP343-1 MODULE;6GK73431CX10-0XE0 (RSM_CC),2.0,6,2023-04-15,1,1.0,1,4,15,5,0.16666666666666666
1000177464,OLM MODULE;6GK73431CX10-0XE0,1.0,5,2023-04-16,1,1.0,1,4,15,6,0.2
1000057834,"DP/DP COUPLER MODULE,MM:6ES7158-0AD01-0XA0",3.0,5,2023-04-17,1,1.0,1,4,16,0,0.2
1000147013,"POSITION INPUT MODULE,SIGNAL,MM:6ES7338-4BC01-0AB0",2.0,2,2023-04-18,1,1.0,1,4,16,1,0.5
1000272424,"FM COUNTER MODULE;FM-350-2, 6ES73502AH010AE0",6.0,7,2023-04-19,5,5.0,5,4,16,2,0.7142857142857143
1000200425,ALLEN BRADLEY PLC (LAYING HEAD),2.0,5,2023-04-20,1,1.0,1,4,16,3,0.2
1000238802,"DIGITAL INPUT OUTPUT MODULE,PN:6ED1 055-1NB10-0BA0",1.0,2,2023-04-21,1,1.0,1,4,16,4,0.5
1000267014,"SMPS,I/P-230VAC,O/P-12V , 2A",1.0,4,2023-04-23,1,1.0,1,4,16,6,0.25
1000234750,"DVP-14SS MODULE,PWR SUPPLY,100-240VAC,MM:DVPPS02",2.0,4,2023-04-24,1,1.0,1,4,17,0,0.25
1000195843,"BUS MODULE 2*40, ET200M,PN:6ES71957HB000XA0",10.0,4,2023-04-25,5,5.0,5,4,17,1,1.25
1000195991,"BUS MODULE 1*80, I/O MODULE,PN:6ES71957HC000XA0",7.0,5,2023-04-26,6,6.0,6,4,17,2,1.2
1000195842,"BUS MODULE PS/IM 153, 6ES71957HA000XA0",9.0,1,2023-04-27,5,5.0,5,4,17,3,5.0
1000198101,"ANYBUS GATEWAY-CANOPEN TO PROFIBUS,24VDC",1.0,5,2023-04-30,1,1.0,1,4,17,6,0.2
1000181818,"SITOP POWER SUPPLY, 6EP1-336-2BA00 , 24VDC,20A",1.0,1,2023-05-02,1,1.0,1,5,18,1,1.0
1000014382,"SITOP POWER SUPPLY, 6EP1-336-3BA00, 24VDC,20A",2.0,7,2023-05-03,1,1.0,1,5,18,2,0.14285714285714285
1000014380,"SITOP POWER SUPPLY, 6EP1-334-3BA00, 24VDC,10A",5.0,1,2023-05-04,1,1.0,1,5,18,3,1.0
1000014383,"SITOP POWER SUPPLY, 6EP1-334-2AA01, 24VDC, A",2.0,1,2023-05-05,1,1.0,1,5,18,4,1.0
1000445441,"SITOP POWER SUPPLY, 6EP1-334-2BA20, 24VDC,10A",5.0,4,2023-05-06,1,1.0,1,5,18,5,0.25
1000195844,"SITOP POWER SUPPLY, 6EP1-333-3BA10, 24VDC,5A",4.0,7,2023-05-07,1,1.0,1,5,18,6,0.14285714285714285
1000197906,"SITOP POWER SUPPLY, 6EP1-333-2AA01, 24VDC,5A",6.0,3,2023-05-08,3,3.0,3,5,19,0,1.0
1000138637,"POWER SUPPLY MODULE,PS 307,6ES7-307-1KA02-0AA0,24V,10A",3.0,3,2023-05-09,1,1.0,1,5,19,1,0.3333333333333333
1000138637,"POWER SUPPLY MODULE,PS 307,6ES7-307-1KA01-0AA0,24V,10A",1.0,3,2023-05-11,1,1.0,1,5,19,3,0.3333333333333333
1000014629,"DI MODULE, 32CH, 6ES7-321-1BL00-0AA0",8.0,1,2023-05-13,3,3.0,3,5,19,5,3.0
1000050427,"DI MODULE, 16CH, 6ES7-321-1BH02-0AA0",9.0,3,2023-05-14,6,6.0,6,5,19,6,2.0
1000014630,"DO MODULE, 32CH, 6ES7322-1BL00-OAAO",3.0,5,2023-05-15,1,1.0,1,5,20,0,0.2
1000097683,"DO MODULE, 16CH, 6ES7-322-1BH01-0AA0",8.0,2,2023-05-16,4,4.0,4,5,20,1,2.0
1000097685,"DI MODULE, 16CH X REL.AC230V, 6ES7 322 1HH01 OAAO",5.0,7,2023-05-17,4,4.0,4,5,20,2,0.5714285714285714
1000097684,"D0 MODULE ,8CH, 6ES7-322-1BF01-0AA0",2.0,2,2023-05-18,1,1.0,1,5,20,3,0.5
1000197904,"DO MODULE, 8CH X REL.AC230V, 6ES7-322-1HF01-0AA0",5.0,1,2023-05-19,1,1.0,1,5,20,4,1.0
1000180276,"AI MODULE, 8CH X 13BIT, 6ES7-331-1KF02-0AB0",12.0,4,2023-05-20,7,7.0,7,5,20,5,1.75
1000431291,"AI MODULE, 8CH, THERMOCOUPLE, 6ES7-331-7PF11-0AB0",8.0,7,2023-05-21,6,6.0,6,5,20,6,0.8571428571428571
1000098236/ 1000254774,"AI MODULE, 8CH, 6ES7-331-7KF02-0AB0",6.0,1,2023-05-22,3,3.0,3,5,21,0,3.0
1000180276,"AI MODULE, 8CH, 6ES7-331-1KF01-0AB0",1.0,4,2023-05-23,1,1.0,1,5,21,1,0.25
1000098237,"AO MODULE, 4CH X 12BIT, 6ES7-332-5HD01-0AB0",11.0,2,2023-05-24,9,9.0,9,5,21,2,4.5
1000195993,"AO MODULE, 8CH X 12BIT, 6ES7-332-5HF00-0AB0",5.0,1,2023-05-25,4,4.0,4,5,21,3,4.0
1000195735,"INTERFACE MODULE (IM), 6ES7-153-2BA02-0XB0",2.0,7,2023-05-27,1,1.0,1,5,21,5,0.14285714285714285
1000057833,"INTERFACE MODULE (IM), 6ES7-153-1AA03-0XB0",11.0,6,2023-05-28,6,6.0,6,5,21,6,1.0
1000195940,"FRONT CONNECTOR FOR CARD, 6ES7-392-1AM00-0AA0",6.0,5,2023-05-29,5,5.0,5,5,22,0,1.0
1000014485,"FRONT CONNECTOR FOR CARD, 6ES7-392-1AJ00-0AA0",1.0,3,2023-05-30,1,1.0,1,5,22,1,0.3333333333333333
1000195799,"OBT, PN:6GK1500-3AA10",6.0,3,2023-06-02,1,1.0,1,6,22,4,0.3333333333333333
1000253135,"REPEATER, RS485, 6ES7-972-0AA02-0XA0",4.0,3,2023-06-03,2,2.0,2,6,22,5,0.6666666666666666
1000253137,"PROFIBUS CONNECTOR,MM:6ES7972-0BB52-0XA0",13.0,1,2023-06-04,8,8.0,8,6,22,6,8.0
1000195733,"PROFIBUS CONNECTOR,MM:6ES7972-0BA12-0XA0",8.0,3,2023-06-05,6,6.0,6,6,23,0,2.0
1000261210,"PROFIBUS CONNECTOR,MM:6ES7972-0BB12-0XA0",42.0,5,2023-06-06,19,19.0,19,6,23,1,3.8
1000180290,"PROFIBUS CONNECTOR,,MM:6ES7972-0BB41-0XA0",17.0,7,2023-06-07,9,9.0,9,6,23,2,1.2857142857142858
1000207410,"RELAY BOARD,8CH,1CO,24VDC,5A, PC24D08-COB",9.0,6,2023-06-08,3,3.0,3,6,23,3,0.5
1000198102,"MOTION CONTROLLER-TRIM SHEAR, ABB,24VDC,50W",1.0,3,2023-06-09,1,1.0,1,6,23,4,0.3333333333333333
1000509087,"LAN CARD,NETWRK; PN:PRO 1000 PT",3.0,1,2023-06-10,1,1.0,1,6,23,5,1.0
1000097349,"RAIL,530MM F/PLC, 6ES7-390-1AF30-0AA0",1.0,5,2023-06-11,1,1.0,1,6,23,6,0.2
1000097306,"RACK,MAIN PLC, 18 SLOT, 6ES7-400-1TA01-0AA0",1.0,2,2023-06-12,1,1.0,1,6,24,0,0.5
1000253139,"RAIL,830MM F/PLC, 6ES7-390-1AJ30-0AA0",1.0,7,2023-06-13,1,1.0,1,6,24,1,0.14285714285714285
1000196121,"RAIL,530MM, F/PLC, 6ES7-195-1GF30-0XA0",2.0,7,2023-06-14,2,2.0,2,6,24,2,0.2857142857142857
1000253138,"RAIL,480MM F/PLC,MM:6ES7390-1AE80-0AA0",1.0,6,2023-06-15,1,1.0,1,6,24,3,0.16666666666666666
1000498223,"SENSOR;220/240VAC,MN:UVS 10D1G1",0.0,3,2023-06-17,1,1.0,1,6,24,5,0.3333333333333333
